,ast,ast_per_g,blk,college,draft_rank,draft_year,end_age,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,g,height_in,mp,mp_per_g,name,name_index,no_of_seasons,per,pts,pts_per_g,reach_in,start_age,stl,trb_per_g,weight_lb,wingspan_in,salary,position,birthday,shoot,inflation,adjusted_salary,month
922,208.0,2.5,94.0,University of North Carolina,1.0,1982.0,20.0,485.0,,0.32627759472817097,,0.541,896.0,249.0,0.652,382.0,84.0,81.0,2264.943067901091,29.10783950617286,James Worthy,1.0,3.0,17.7,1219.0,14.5,107.89943700027737,18.0,117.0,7.4,225.0,85.79600710486278,400000.0,Small Forward and Power Forward,1961-02-27,Right,,,2.0
923,144.0,1.7,112.0,DePaul University,2.0,1982.0,20.0,549.0,,0.32627759472817097,,0.53,1036.0,300.0,0.775,387.0,85.0,81.0,2886.0,34.0,Terry Cummings,1.0,3.0,18.3,1398.0,16.4,107.89943700027737,18.0,95.0,10.1,220.0,85.79600710486278,410000.0,Power Forward and Small Forward,1961-03-15,Right,,,3.0
924,116.0,1.5,142.0,University of Georgia,3.0,1982.0,22.0,723.0,,0.32627759472817097,,0.53,1365.0,242.0,0.6990000000000001,346.0,78.0,79.0,2748.0,35.2,Dominique Wilkins,1.0,3.0,21.6,1688.0,21.6,105.284844092219,20.0,102.0,7.5,200.0,83.84837051672268,460000.0,Small Forward,1960-01-12,Right,,,1.0
925,,,83.5224463240078,University of Wyoming,4.0,1982.0,21.0,574.0,,0.32627759472817097,,0.5479999999999999,1048.0,446.0,0.77,579.0,115.0,81.0,3954.0,34.4,Bill Garnett,1.0,4.0,12.3,1594.0,13.9,107.89943700027737,18.0,109.96103896103895,7.3,225.0,85.79600710486278,269000.0,Power Forward and Center,1960-04-22,Right,,,4.0
926,84.0,1.0,145.0,University of Texas at Austin,5.0,1982.0,20.0,584.0,,0.32627759472817097,,0.5529999999999999,1056.0,295.0,0.713,414.0,87.0,82.0,3119.0,35.9,LaSalle Thompson,1.0,3.0,13.6,1463.0,16.8,109.2067334543065,18.0,42.0,11.8,245.0,86.76982539893282,277000.0,Center,1961-06-23,Right,,,6.0
927,,,83.5224463240078,University of Minnesota,6.0,1982.0,22.0,631.0,,0.32627759472817097,,0.499,1264.0,183.0,0.772,237.0,115.0,77.0,3046.3129923374986,29.10783950617286,Trent Tucker,1.0,4.0,12.9,1445.0,12.6,102.67025118416063,19.0,109.96103896103895,3.4,193.0,81.90073392858258,273000.0,Shooting Guard,1959-12-20,Right,,,12.0
928,,,83.5224463240078,University of San Francisco,7.0,1982.0,21.0,707.0,,0.32627759472817097,,0.551,1283.0,427.0,0.747,572.0,90.0,75.0,1138.0,37.9,Quintin Dailey,1.0,3.0,15.1,1841.0,20.5,100.05565827610225,19.0,109.96103896103895,4.8,180.0,79.95309734044248,410000.0,Shooting Guard,1961-01-22,Right,,,1.0
929,,,60.0,Ohio State University,8.0,1982.0,20.0,539.0,,0.32627759472817097,,0.485,1112.0,207.0,0.772,268.0,86.0,79.0,3011.0,35.0,Clark Kellogg,1.0,3.0,19.3,1285.0,14.9,105.284844092219,18.0,106.0,10.1,225.0,83.84837051672268,406000.0,Power Forward,1961-07-02,Right,,,7.0
930,148.0,1.6,83.5224463240078,Wichita State University,9.0,1982.0,21.0,597.0,,0.32627759472817097,,0.5379999999999999,1110.0,277.0,0.621,446.0,91.0,80.0,2924.0,32.1,Cliff Levingston,1.0,3.0,13.8,1471.0,16.2,106.59214054624815,19.0,109.96103896103895,10.6,210.0,84.82218881079272,200000.0,Power Forward,1961-01-04,Right,,,1.0
931,,,83.5224463240078,Purdue University,10.0,1982.0,21.0,682.0,,0.32627759472817097,,0.529,1289.0,353.0,0.7559999999999999,467.0,131.0,77.0,3575.0,27.3,Keith Edmonson,1.0,4.0,12.6,1717.0,13.1,102.67025118416063,18.0,109.96103896103895,3.4,195.0,81.90073392858258,,Shooting Guard,1960-09-28,Right,,,9.0
932,444.0,3.9,83.5224463240078,Arizona State University,11.0,1982.0,21.0,418.0,,0.32627759472817097,,0.45,928.0,301.0,0.753,400.0,113.0,75.0,3421.0,30.3,Fat Lever,1.0,4.0,17.8,1137.0,10.1,100.05565827610225,18.0,109.96103896103895,4.0,170.0,79.95309734044248,185000.0,Point Guard and Shooting Guard,1960-08-18,Right,,,8.0
933,,,12.0,Boston College,12.0,1982.0,21.0,596.0,,0.32627759472817097,,0.496,1201.0,437.0,0.778,562.0,91.0,72.0,2030.0,32.7,John Bagley,1.0,3.0,13.0,1629.0,17.9,96.13376891401474,19.0,157.0,3.6,185.0,77.03164245823233,209000.0,Point Guard,1960-04-23,Right,,,4.0
934,355.0,2.7,83.5224463240078,Georgetown University,13.0,1982.0,21.0,909.0,,0.32627759472817097,,0.496,1834.0,486.0,0.774,628.0,130.0,75.0,4342.0,33.4,Sleepy Floyd,1.0,4.0,15.5,2304.0,17.7,100.05565827610225,18.0,109.96103896103895,3.7,170.0,79.95309734044248,200000.0,Point Guard and Shooting Guard,1960-03-06,Right,,,3.0
935,264.0,4.6,83.5224463240078,Oregon State University,14.0,1982.0,22.0,219.0,,0.32627759472817097,,0.506,433.0,207.0,0.721,287.0,58.0,76.0,1896.0,32.7,Lester Conner,1.0,2.0,14.1,645.0,11.1,101.36295473013143,21.0,109.96103896103895,4.9,180.0,80.92691563451253,160000.0,Point Guard and Shooting Guard,1959-09-17,Right,,,9.0
936,,,83.5224463240078,Bradley University,15.0,1982.0,21.0,488.0,,0.32627759472817097,,0.499,978.0,285.0,0.667,427.0,94.0,79.0,1112.0,33.7,David Thirdkill,1.0,3.0,8.0,1261.0,13.4,105.284844092219,19.0,109.96103896103895,5.6,195.0,83.84837051672268,,Small Forward and Power Forward,1960-04-12,Right,,,4.0
937,,,83.5224463240078,Baylor University,16.0,1982.0,21.0,876.0,,0.32627759472817097,,0.5379999999999999,1628.0,437.0,0.755,579.0,110.0,77.0,2920.285585170337,29.10783950617286,Terry Teagle,1.0,4.0,13.7,2189.0,19.9,102.67025118416063,18.0,109.96103896103895,7.3,195.0,81.90073392858258,150000.0,Shooting Guard and Small Forward,1960-04-10,Right,,,4.0
938,,,83.5224463240078,Georgia Institute of Technology,17.0,1982.0,22.0,410.0,,0.32627759472817097,,0.516,794.0,285.0,0.7829999999999999,364.0,77.0,77.0,1250.0,24.0,Brook Steppe,1.0,3.0,12.5,1105.0,14.4,102.67025118416063,19.0,109.96103896103895,3.7,195.0,81.90073392858258,100000.0,Shooting Guard and Point Guard,1959-11-07,Right,,,11.0
939,94.0,1.1,83.5224463240078,Rice University,18.0,1982.0,22.0,746.0,,0.32627759472817097,,0.504,1479.0,355.0,0.7509999999999999,473.0,82.0,76.0,2883.0,35.2,Ricky Pierce,1.0,3.0,17.7,1847.0,22.5,101.36295473013143,20.0,109.96103896103895,7.6,205.0,80.92691563451253,140000.0,Shooting Guard and Point Guard,1959-08-19,Right,,,8.0
940,,,83.5224463240078,University of Houston,19.0,1982.0,20.0,718.0,,0.32627759472817097,,0.508,1413.0,402.0,0.7809999999999999,515.0,88.0,74.0,3129.0,35.6,Rob Williams,1.0,3.0,12.2,1838.0,20.9,98.7483618220731,18.0,109.96103896103895,2.5,175.0,78.97927904637244,120000.0,Point Guard,1961-05-05,Right,,,5.0
941,,,83.5224463240078,University of Tulsa,20.0,1982.0,23.0,291.0,,0.32627759472817097,,0.517,563.0,153.0,0.624,245.0,63.0,77.0,2023.0,32.1,Paul Pressey,1.0,2.0,15.5,735.0,11.7,102.67025118416063,22.0,109.96103896103895,5.9,185.0,81.90073392858258,152000.0,Shooting Guard and Small Forward,1958-12-24,Right,,,12.0
942,,,83.5224463240078,University of Alabama,21.0,1982.0,20.0,770.0,,0.32627759472817097,,0.5329999999999999,1446.0,397.0,0.652,609.0,122.0,79.0,3887.0,31.9,Eddie Phillips,1.0,4.0,7.5,1937.0,15.9,105.284844092219,17.0,109.96103896103895,9.3,225.0,83.84837051672268,,Small Forward,1961-09-29,Right,,,9.0
943,,,83.5224463240078,University of California,22.0,1982.0,22.0,709.0,,0.32627759472817097,,0.634,1119.0,332.0,0.526,631.0,107.0,83.0,652.0,26.1,Mark McNamara,1.0,4.0,10.8,1750.0,16.4,110.5140299083357,18.0,109.96103896103895,9.1,235.0,87.74364369300287,165000.0,Center,1959-06-08,Left,,,6.0
944,,,83.5224463240078,Cleveland State University,23.0,1982.0,21.0,634.0,,0.32627759472817097,,0.544,1165.0,155.0,0.596,260.0,105.0,83.0,2794.2581780031737,29.10783950617286,Darren Tillis,1.0,4.0,10.0,1423.0,13.6,110.5140299083357,18.0,109.96103896103895,10.0,215.0,87.74364369300287,,Center,1960-02-23,Right,,,2.0
945,,,83.5224463240078,University of Alabama at Birmingham,24.0,1982.0,21.0,625.0,,0.32627759472817097,,0.506,1234.0,327.0,0.74,442.0,118.0,76.0,3399.0,28.8,Oliver Robinson,1.0,4.0,14.1,1577.0,13.4,101.36295473013143,18.0,109.96103896103895,3.6,180.0,80.92691563451253,,Shooting Guard,1960-03-13,Right,,,3.0
946,,,83.5224463240078,Saint Joseph's University,25.0,1982.0,22.0,507.0,,0.32627759472817097,,0.472,1075.0,259.0,0.73,355.0,113.0,77.0,3272.0,29.0,Bryan Warrick,1.0,4.0,9.0,1273.0,11.3,102.67025118416063,19.0,109.96103896103895,2.5,195.0,81.90073392858258,110000.0,Point Guard,1959-07-22,Right,,,7.0
947,341.0,2.9,83.5224463240078,Brigham Young University,27.0,1982.0,21.0,687.0,,0.32627759472817097,,0.546,1259.0,467.0,0.7759999999999999,602.0,119.0,82.0,4058.0,34.1,Fred Roberts,1.0,4.0,12.6,1841.0,15.5,109.2067334543065,18.0,109.96103896103895,7.0,218.0,86.76982539893282,86000.0,Power Forward and Center and Small Forward,1960-08-14,Right,,,8.0
948,,,83.5224463240078,University of Kansas,28.0,1982.0,22.0,418.0,,0.32627759472817097,,0.459,911.0,185.0,0.7909999999999999,234.0,113.0,80.0,2942.0,26.0,Dave Magley,1.0,4.0,3.9,1021.0,9.0,106.59214054624815,19.0,109.96103896103895,5.3,202.0,84.82218881079272,,Small Forward,1959-11-24,Right,,,11.0
949,,,83.5224463240078,University of Arkansas,29.0,1982.0,21.0,665.0,,0.32627759472817097,,0.544,1223.0,449.0,0.748,600.0,120.0,82.0,3880.0,32.3,Scott Hastings,1.0,4.0,9.2,1779.0,14.8,109.2067334543065,18.0,109.96103896103895,5.7,235.0,86.76982539893282,160000.0,Power Forward and Center,1960-06-03,Right,,,6.0
950,,,83.5224463240078,University of San Francisco,30.0,1982.0,22.0,637.0,,0.32627759472817097,,0.487,1309.0,255.0,0.633,403.0,118.0,84.0,2543.0,28.6,Wallace Bryant,1.0,4.0,9.4,1529.0,13.0,111.82132636236489,19.0,109.96103896103895,9.0,245.0,88.71746198707295,130000.0,Center,1959-07-14,Right,,,7.0
951,200.0,1.9,83.5224463240078,"California State University, Fresno",31.0,1982.0,22.0,554.0,,0.32627759472817097,,0.532,1042.0,294.0,0.805,365.0,104.0,79.0,1966.0,33.9,Rod Higgins,1.0,4.0,13.5,1402.0,13.5,105.284844092219,19.0,109.96103896103895,5.8,200.0,83.84837051672268,160000.0,Small Forward and Power Forward,1960-01-31,Right,,,1.0
952,,,83.5224463240078,"University of California, Santa Barbara",32.0,1982.0,21.0,508.0,,0.32627759472817097,,0.454,1118.0,224.0,0.718,312.0,100.0,82.0,2810.0,28.1,Richard Anderson,1.0,4.0,12.3,1240.0,12.4,109.2067334543065,18.0,109.96103896103895,7.7,240.0,86.76982539893282,150000.0,Power Forward and Center,1960-11-19,Right,,,11.0
953,191.0,2.0,83.5224463240078,James Madison University,33.0,1982.0,22.0,614.0,,0.32627759472817097,,0.557,1102.0,152.0,0.7490000000000001,203.0,95.0,79.0,3096.0,32.6,Linton Townes,1.0,4.0,11.5,1380.0,14.5,105.284844092219,19.0,109.96103896103895,5.3,190.0,83.84837051672268,,Small Forward,1959-11-30,Right,,,11.0
954,,,83.5224463240078,Duke University,34.0,1982.0,21.0,573.0,,0.32627759472817097,,0.503,1139.0,309.0,0.645,479.0,120.0,77.0,3184.0,35.4,Vince Taylor,1.0,4.0,7.6,1455.0,12.1,102.67025118416063,18.0,109.96103896103895,2.9,180.0,81.90073392858258,,Shooting Guard,1960-09-11,Right,,,9.0
955,,,83.5224463240078,University of Louisville,35.0,1982.0,20.0,722.0,,0.32627759472817097,,0.5770000000000001,1251.0,382.0,0.67,570.0,131.0,78.0,3758.0,28.7,Derek Smith,1.0,4.0,15.1,1826.0,13.9,103.97754763818979,17.0,109.96103896103895,6.7,205.0,82.87455222265262,400000.0,Shooting Guard and Small Forward,1961-11-01,Right,,,11.0
956,,,83.5224463240078,Bradley University,36.0,1982.0,21.0,976.0,,0.32627759472817097,,0.467,2089.0,389.0,0.715,544.0,122.0,80.0,2258.0,38.3,J.J. Anderson,1.0,4.0,12.1,2341.0,19.2,106.59214054624815,18.0,109.96103896103895,7.8,195.0,84.82218881079272,,Small Forward,1960-09-23,Right,,,9.0
957,,,83.5224463240078,Jackson State University,37.0,1982.0,21.0,676.0,,0.32627759472817097,,0.5589999999999999,1210.0,448.0,0.6579999999999999,681.0,112.0,81.0,2808.0,33.0,Audie Norris,1.0,4.0,9.1,1800.0,16.1,107.89943700027737,18.0,109.96103896103895,10.6,230.0,85.79600710486278,110000.0,Center,1960-12-18,Right,,,12.0
958,,,83.5224463240078,Loyola University of Chicago,38.0,1982.0,21.0,522.0,,0.32627759472817097,,0.517,1010.0,329.0,0.723,455.0,93.0,81.0,2184.0,38.3,Wayne Sappleton,1.0,4.0,7.7,1373.0,14.8,107.89943700027737,18.0,109.96103896103895,10.5,215.0,85.79600710486278,,Power Forward,1960-11-17,Right,,,11.0
959,,,83.5224463240078,Wake Forest University,40.0,1982.0,21.0,399.0,,0.32627759472817097,,0.564,708.0,330.0,0.71,465.0,113.0,80.0,2948.0,26.1,Guy Morgan,1.0,4.0,9.9,1128.0,10.0,106.59214054624815,18.0,109.96103896103895,6.2,205.0,84.82218881079272,,Shooting Guard,1960-08-23,Right,,,8.0
960,,,83.5224463240078,University of Southern California,41.0,1982.0,21.0,477.0,,0.32627759472817097,,0.488,978.0,332.0,0.725,458.0,79.0,75.0,2452.0,31.0,Dwight Anderson,1.0,4.0,10.6,1286.0,16.3,100.05565827610225,18.0,109.96103896103895,3.6,185.0,79.95309734044248,,Point Guard,1960-12-28,Right,,,12.0
961,,,83.5224463240078,Texas Tech University,42.0,1982.0,22.0,560.0,,0.32627759472817097,,0.509,1100.0,304.0,0.779,390.0,115.0,76.0,3538.0,30.8,Jeff Taylor,1.0,4.0,8.1,1424.0,12.4,101.36295473013143,19.0,109.96103896103895,3.4,175.0,80.92691563451253,575000.0,Small Forward,1989-05-23,Right,,,5.0
962,,,83.5224463240078,University of Portland,43.0,1982.0,21.0,799.0,,0.32627759472817097,,0.496,1611.0,342.0,0.675,507.0,109.0,77.0,3479.0,31.9,Jose Slaughter,1.0,4.0,10.5,1940.0,17.8,102.67025118416063,18.0,109.96103896103895,5.4,205.0,81.90073392858258,,Shooting Guard,1960-09-09,Right,,,9.0
963,,,83.5224463240078,University of South Carolina Upstate,44.0,1982.0,21.0,758.0,,0.32627759472817097,,0.545,1390.0,206.0,0.723,285.0,120.0,82.0,3172.340399504662,29.10783950617286,Mike Gibson,1.0,4.0,8.6,1722.0,14.4,109.2067334543065,18.0,109.96103896103895,7.8,205.0,86.76982539893282,80000.0,Power Forward,1960-10-27,Right,,,10.0
964,,,83.5224463240078,University of Tennessee at Chattanooga,45.0,1982.0,21.0,273.0,,0.32627759472817097,,0.542,504.0,78.0,0.696,112.0,59.0,82.0,1634.806032065278,29.10783950617286,Russ Schoene,1.0,2.0,11.1,624.0,10.6,109.2067334543065,20.0,109.96103896103895,5.6,210.0,86.76982539893282,250000.0,Power Forward,1960-04-16,Right,,,4.0
965,,,83.5224463240078,Marquette University,47.0,1982.0,22.0,526.0,,0.32627759472817097,,0.4920000000000001,1070.0,247.0,0.7240000000000001,341.0,119.0,76.0,3147.134918071229,29.10783950617286,Michael Wilson,1.0,4.0,10.1,1299.0,10.9,101.36295473013143,19.0,109.96103896103895,3.5,175.0,80.92691563451253,,Shooting Guard and Point Guard,1959-09-15,Right,,,9.0
966,,,83.5224463240078,"California State University, Long Beach",48.0,1982.0,21.0,640.0,,0.32627759472817097,,0.487,1314.0,196.0,0.742,264.0,115.0,74.0,3709.0,32.3,Craig Hodges,1.0,4.0,11.8,1476.0,12.8,98.7483618220731,18.0,109.96103896103895,2.5,190.0,78.97927904637244,100000.0,Shooting Guard and Point Guard,1960-06-27,Right,,,6.0
967,,,83.5224463240078,University of Connecticut,50.0,1982.0,21.0,657.0,,0.32627759472817097,,0.494,1330.0,496.0,0.7809999999999999,635.0,114.0,80.0,3962.0,34.8,Corny Thompson,1.0,4.0,6.0,1810.0,15.9,106.59214054624815,18.0,109.96103896103895,8.9,225.0,84.82218881079272,,Power Forward,1960-02-05,Right,,,2.0
968,,,83.5224463240078,Wake Forest University,51.0,1982.0,21.0,472.0,,0.32627759472817097,,0.605,780.0,173.0,0.636,272.0,111.0,83.0,3025.0,27.3,Jim Johnstone,1.0,4.0,4.5,1117.0,10.1,110.5140299083357,18.0,109.96103896103895,5.2,245.0,87.74364369300287,,Power Forward and Center,1960-09-20,Right,,,9.0
969,,,83.5224463240078,University of Louisville,55.0,1982.0,22.0,458.0,,0.32627759472817097,,0.505,907.0,334.0,0.7140000000000001,468.0,129.0,76.0,3283.0,25.4,Jerry Eaves,1.0,4.0,11.8,1250.0,9.7,101.36295473013143,19.0,109.96103896103895,1.8,180.0,80.92691563451253,,Point Guard,1959-02-08,Right,,,2.0
970,,,83.5224463240078,University of Detroit Mercy,56.0,1982.0,21.0,525.0,,0.32627759472817097,,0.469,1120.0,360.0,0.747,482.0,106.0,81.0,3198.0,30.2,Joe Kopicki,1.0,4.0,14.2,1410.0,13.3,107.89943700027737,18.0,109.96103896103895,7.3,240.0,85.79600710486278,80000.0,Power Forward,1960-06-12,Right,,,6.0
971,,,83.5224463240078,University of Wyoming,60.0,1982.0,22.0,246.0,,0.32627759472817097,,0.541,455.0,93.0,0.727,128.0,76.0,83.0,1526.0,25.4,Chris Engler,1.0,4.0,7.2,585.0,7.7,110.5140299083357,18.0,109.96103896103895,4.8,245.0,87.74364369300287,125000.0,Center,1959-03-01,Right,,,3.0
972,,,83.5224463240078,University of Maryland,61.0,1982.0,23.0,165.0,,0.32627759472817097,,0.632,261.0,115.0,0.6890000000000001,167.0,55.0,80.0,1381.0,25.1,Charles Pittman,1.0,2.0,10.1,445.0,8.1,106.59214054624815,22.0,109.96103896103895,5.3,220.0,84.82218881079272,80000.0,Power Forward and Small Forward,1958-03-23,Right,,,3.0
973,21.0,0.2,83.5224463240078,North Carolina State University,63.0,1982.0,22.0,109.0,,0.32627759472817097,,0.58,188.0,48.0,0.457,105.0,90.0,89.0,2416.1759565016864,29.10783950617286,Chuck Nevitt,1.0,4.0,9.1,266.0,3.0,118.35780863251075,19.0,109.96103896103895,2.4,217.0,93.5865534574232,70000.0,Center,1959-06-13,Right,,,6.0
974,,,83.5224463240078,University of Oregon,65.0,1982.0,20.0,328.0,,0.32627759472817097,,0.495,663.0,253.0,0.8190000000000001,309.0,81.0,79.0,2040.0,25.2,John Greig,1.0,3.0,19.9,909.0,11.2,105.284844092219,18.0,109.96103896103895,5.4,215.0,83.84837051672268,,Small Forward,1961-04-28,Right,,,4.0
975,,,83.5224463240078,Northeastern University,69.0,1982.0,23.0,673.0,,0.32627759472817097,,0.474,1419.0,376.0,0.7290000000000001,516.0,113.0,74.0,2746.0,31.6,Perry Moss,1.0,4.0,9.2,1722.0,15.2,98.7483618220731,20.0,109.96103896103895,3.7,185.0,78.97927904637244,,Point Guard,1958-11-11,Right,,,11.0
976,,,83.5224463240078,"University of California, Los Angeles",72.0,1982.0,25.0,22.0,,0.32627759472817097,,0.449,49.0,9.0,0.409,22.0,30.0,88.0,196.0,6.5,Mark Eaton,1.0,2.0,10.9,53.0,1.8,117.0505121784816,24.0,109.96103896103895,2.4,275.0,92.61273516335314,133000.0,Center,1957-01-24,Left,,,1.0
977,,,83.5224463240078,"University of California, Los Angeles",74.0,1982.0,21.0,469.0,,0.32627759472817097,,0.5379999999999999,872.0,272.0,0.773,352.0,109.0,78.0,2700.0,24.8,Mike Sanders,1.0,4.0,11.9,1210.0,11.1,103.97754763818979,18.0,109.96103896103895,5.3,210.0,82.87455222265262,70000.0,Small Forward,1960-05-07,Right,,,5.0
978,,,83.5224463240078,University of Connecticut,76.0,1982.0,22.0,365.0,,0.32627759472817097,,0.561,651.0,240.0,0.721,333.0,96.0,83.0,2231.0,23.2,Chuck Aleksinas,1.0,4.0,9.1,970.0,10.1,110.5140299083357,18.0,109.96103896103895,5.0,260.0,87.74364369300287,,Center,1959-02-26,Right,,,2.0
979,,,83.5224463240078,Western Michigan University,78.0,1982.0,21.0,374.0,,0.32627759472817097,,0.475,787.0,178.0,0.7809999999999999,228.0,54.0,77.0,186.0,23.3,Walker Russell,1.0,3.0,7.5,926.0,17.1,102.67025118416063,19.0,109.96103896103895,3.8,195.0,81.90073392858258,,Point Guard,1960-10-26,Right,,,10.0
980,,,1.0,University of Arkansas,82.0,1982.0,21.0,247.0,,0.32627759472817097,,0.5720000000000001,432.0,105.0,0.695,151.0,110.0,78.0,2133.0,19.4,Tony Brown,1.0,4.0,9.9,599.0,5.4,103.97754763818979,18.0,34.0,2.2,185.0,82.87455222265262,135000.0,Small Forward and Shooting Guard,1960-07-29,Right,,,7.0
981,,,83.5224463240078,University of South Alabama,86.0,1982.0,22.0,732.0,,0.32627759472817097,,0.564,1298.0,262.0,0.6859999999999999,382.0,116.0,80.0,3374.0,29.1,Rory White,1.0,5.0,12.4,1726.0,14.9,106.59214054624815,18.0,109.96103896103895,6.4,210.0,84.82218881079272,70000.0,Small Forward and Power Forward,1959-08-16,Right,,,8.0
982,,,83.5224463240078,University of Richmond,138.0,1982.0,21.0,720.0,,0.32627759472817097,,0.525,1372.0,283.0,0.8059999999999999,351.0,109.0,78.0,3299.0,30.3,John Schweitz,1.0,4.0,4.2,1723.0,15.8,103.97754763818979,18.0,109.96103896103895,4.4,210.0,82.87455222265262,,Shooting Guard,1960-04-19,Right,,,4.0
983,,,83.5224463240078,Colorado State University,140.0,1982.0,21.0,566.0,,0.32627759472817097,,0.49,1154.0,228.0,0.6990000000000001,326.0,106.0,70.0,2799.0,35.4,Eddie Hughes,1.0,4.0,8.9,1360.0,12.8,93.51917600595637,18.0,109.96103896103895,3.3,165.0,75.08400587009223,100000.0,Point Guard,1960-05-26,Right,,,5.0
984,,,83.5224463240078,Kansas State University,166.0,1982.0,21.0,519.0,,0.32627759472817097,,0.499,1040.0,266.0,0.7,380.0,123.0,79.0,3247.9568438049596,29.10783950617286,Ed Nealy,1.0,4.0,10.5,1304.0,10.6,105.284844092219,18.0,109.96103896103895,8.7,238.0,83.84837051672268,100000.0,Power Forward,1960-02-19,Right,,,2.0
985,,,83.5224463240078,Idaho State University,221.0,1982.0,21.0,312.0,,0.32627759472817097,,0.508,614.0,141.0,0.797,177.0,96.0,82.0,2132.0,22.2,Dale Wilkinson,1.0,4.0,-1.3,765.0,8.0,109.2067334543065,18.0,109.96103896103895,4.1,220.0,86.76982539893282,70000.0,Power Forward and Small Forward,1960-03-18,Right,,,3.0
986,157.0,1.2,462.0,University of Virginia,1.0,1983.0,22.0,899.0,,0.32627759472817097,,0.568,1584.0,427.0,0.657,650.0,132.0,88.0,4070.0,30.8,Ralph Sampson,1.0,4.0,16.0,2228.0,16.9,117.0505121784816,19.0,95.0,11.4,228.0,92.61273516335314,1300000.0,Center and Power Forward,1960-07-07,Right,2.41,3133000.0,7.0
987,,,149.0,University of Missouri,2.0,1983.0,22.0,709.0,,0.32627759472817097,,0.5379999999999999,1319.0,418.0,0.721,580.0,128.0,83.0,4224.0,33.0,Steve Stipanovich,1.0,4.0,15.1,1836.0,14.3,110.5140299083357,19.0,69.0,7.7,245.0,87.74364369300287,420000.0,Center,1960-11-17,Right,2.41,1012200.0000000001,11.0
988,,,178.0,University of Louisville,3.0,1983.0,21.0,485.0,,0.32627759472817097,,0.573,846.0,277.0,0.693,400.0,135.0,79.0,4253.0,31.5,Rodney McCray,1.0,4.0,14.4,1247.0,9.2,105.284844092219,18.0,151.0,7.6,220.0,83.84837051672268,360000.0,Small Forward and Power Forward,1961-08-29,Right,2.41,867600.0,8.0
989,283.0,3.1,34.0,Arizona State University,4.0,1983.0,21.0,646.0,,0.32627759472817097,,0.507,1274.0,280.0,0.747,375.0,90.0,75.0,3145.0,34.9,Byron Scott,1.0,3.0,15.5,1572.0,17.5,100.05565827610225,18.0,149.0,4.0,195.0,79.95309734044248,350000.0,Shooting Guard and Point Guard,1961-03-28,Right,2.41,843500.0,3.0
990,,,67.0,"University of Nevada, Las Vegas",5.0,1983.0,22.0,823.0,4.0,0.32657555501870233,12.0,0.531,1550.0,423.0,0.723,585.0,119.0,81.0,3924.0,33.0,Sidney Green,1.0,4.0,12.1,2073.0,17.4,107.89943700027737,19.0,118.0,10.7,220.0,85.79600710486278,275000.0,Power Forward and Center,1961-01-04,Right,2.41,662750.0,1.0
991,,,175.0,Purdue University,6.0,1983.0,21.0,557.0,,0.32627759472817097,,0.578,964.0,415.0,0.628,661.0,93.0,82.0,3313.0,35.6,Russell Cross,1.0,3.0,15.3,1529.0,16.4,109.2067334543065,19.0,48.0,6.7,215.0,86.76982539893282,,Center,1961-09-05,Right,2.41,,9.0
992,94.0,0.8,207.0,North Carolina State University,7.0,1983.0,21.0,611.0,10.0,0.667,15.0,0.513,1190.0,263.0,0.745,353.0,123.0,83.0,2502.0,36.8,Thurl Bailey,1.0,4.0,14.3,1495.0,12.2,110.5140299083357,18.0,57.0,6.2,215.0,87.74364369300287,225000.0,Power Forward and Small Forward,1961-04-07,Right,2.41,542250.0,4.0
993,243.0,2.2,209.0,Wichita State University,8.0,1983.0,21.0,763.0,3.0,0.32657555501870233,5.0,0.557,1370.0,382.0,0.746,512.0,112.0,81.0,3360.0,30.0,Antoine Carr,1.0,4.0,14.2,1911.0,17.1,107.89943700027737,18.0,99.0,6.9,225.0,85.79600710486278,335000.0,Power Forward and Small Forward and Center,1961-07-23,Right,2.41,807350.0,7.0
994,109.0,0.9,32.0,University of Tennessee,9.0,1983.0,22.0,832.0,,0.32627759472817097,,0.595,1399.0,401.0,0.765,524.0,118.0,79.0,3943.0,33.4,Dale Ellis,1.0,4.0,16.0,2065.0,17.5,105.284844092219,19.0,154.0,5.8,205.0,83.84837051672268,200000.0,Small Forward and Shooting Guard,1960-08-06,Right,2.41,482000.0,8.0
995,168.0,1.5,5.0,Mississippi State University,10.0,1983.0,21.0,906.0,,0.32627759472817097,,0.512,1768.0,330.0,0.809,408.0,110.0,76.0,3851.0,35.0,Jeff Malone,1.0,4.0,15.2,2142.0,19.5,101.36295473013143,18.0,87.0,3.8,205.0,80.92691563451253,211000.0,Shooting Guard,1961-06-28,Right,2.41,508510.00000000006,6.0
996,419.0,4.7,42.0,University of Illinois at Urbana-Champaign,11.0,1983.0,21.0,407.0,13.0,0.542,24.0,0.478,851.0,150.0,0.701,214.0,90.0,76.0,3175.0,35.3,Derek Harper,1.0,3.0,16.0,977.0,10.9,101.36295473013143,19.0,178.0,3.6,185.0,80.92691563451253,200000.0,Point Guard and Shooting Guard,1961-10-13,Right,2.41,482000.0,10.0
